hhid,persid,dayType_journey,main_journey_mode,journey_travel_time,journey_distance,journey_elapsed_time,journey_weight,homesubregion_ASGS_journey,homeregion_ASGS_journey,wasted_time,journey_label,travdow,agegroup,sex,carlicence,mbikelicence,otherlicence,nolicence,fulltimework,parttimework,casualwork,anywork,studying,activities,mainact,emptype,startplace,numstops,persinc,anywfh,wfhmon,wfhtue,wfhwed,wfhthu,wfhfri,wfhsat,wfhsun,wfhtravday,persinc_category,hhsize,dwelltype,owndwell,aveagegroup_5,hhinc_group,hhinc_category,homelga
Y24H6130408,Y24H6130408P03,Weekday,vehicle driver,30,20.60873,30.0,1557.390468127,melb - outer,greater melbourne,0.0,1,Monday,25->29,Female,Green Probationary Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,650,No,0,0,0,0,0,0,0,No,medium,5,Separate House,Being Rented,25->29,4500,high,C
Y24H6130408,Y24H6130408P04,Weekday,train,58,22.87344,94.0,1887.428607012,melb - outer,greater melbourne,36.0,1,Monday,15->19,Male,Learners Permit,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,10,300,No,0,0,0,0,0,0,0,No,low,5,Separate House,Being Rented,25->29,4500,high,C
Y24H6130415,Y24H6130415P03,Weekday,vehicle driver,57,59.24255,57.0,1435.604994472,melb - outer,greater melbourne,0.0,1,Monday,25->29,Male,Full Licence,0,0,No,1,0,0,1,Part-time TAFE/Uni,No other activity,Full-time Work,Paid Employee,At Home,3,800,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Fully Owned,50->54,4000,high,C
Y24H6130429,Y24H6130429P02,Weekday,train,72,35.67773,72.0,764.709935389,melb - outer,greater melbourne,0.0,1,Monday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,8,3000,Yes,0,1,0,1,1,0,0,No,high,5,Separate House,Being Purchased,25->29,6000,high,C
Y24H6130436,Y24H6130436P01,Weekday,vehicle driver,29,18.57486,36.0,1372.313023113,melb - outer,greater melbourne,7.0,1,Monday,40->44,Female,Full Licence,0,0,No,0,1,0,1,Part-time TAFE/Uni,No other activity,Part-time Work,Paid Employee,At Home,6,1250,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,25->29,3000,medium,C
Y24H6130436,Y24H6130436P03,Weekday,vehicle driver,25,16.25157,32.0,3181.319367527,melb - outer,greater melbourne,7.0,1,Monday,20->24,Male,Red Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,800,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,25->29,3000,medium,C
Y24H6130436,Y24H6130436P04,Weekday,vehicle passenger,14,10.9875,14.0,4032.521083751,melb - outer,greater melbourne,0.0,1,Monday,15->19,Female,Learners Permit,0,0,No,0,0,1,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,5,400,No,0,0,0,0,0,0,0,No,low,4,Separate House,Being Rented,25->29,3000,medium,C
Y24H6130438,Y24H6130438P01,Weekday,vehicle driver,61,38.7748,61.0,669.864283525,melb - outer,greater melbourne,0.0,1,Wednesday,40->44,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,6,1000,No,0,0,0,0,0,0,0,No,medium,5,Separate House,Being Purchased,25->29,3000,medium,C
Y24H6136205,Y24H6136205P01,Weekday,vehicle driver,30,46.32154,30.0,244.51663654,other,shepparton sa4,0.0,1,Friday,35->39,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,150,No,0,0,0,0,0,0,0,No,low,3,Separate House,Fully Owned,20->24,400,low,C
Y24H6136209,Y24H6136209P01,Weekday,vehicle driver,10,7.76791,10.0,323.533763027,other,shepparton sa4,0.0,1,Tuesday,70->74,Male,Full Licence,0,0,No,0,1,0,1,No Study,Volunteer,Part-time Work,Paid Employee,At Home,4,500,No,0,0,0,0,0,0,0,No,low,2,Separate House,Fully Owned,70->74,800,low,C
Y24H6136210,Y24H6136210P02,Weekday,vehicle driver,34,42.68002,34.0,237.144349054,other,shepparton sa4,0.0,1,Wednesday,35->39,Male,Full Licence,1,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,3000,Yes,0,1,1,1,0,0,0,No,high,5,Separate House,Fully Owned,20->24,4000,high,C
Y24H6136221,Y24H6136221P01,Weekend,vehicle driver,14,9.05401,82.0,346.518259857,other,shepparton sa4,68.0,1,Sunday,65->69,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,4,400,No,0,0,0,0,0,0,0,No,low,2,Separate House,Fully Owned,65->69,400,low,C
Y24H6136225,Y24H6136225P01,Weekday,vehicle driver,14,10.64694,87.0,239.635565421,other,shepparton sa4,73.0,1,Thursday,55->59,Male,Full Licence,0,1,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Work,8,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,35->39,3000,medium,C
Y24H6136225,Y24H6136225P01,Weekday,vehicle driver,13,12.99155,13.0,239.635565421,other,shepparton sa4,0.0,1,Thursday,55->59,Male,Full Licence,0,1,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Work,8,1500,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,35->39,3000,medium,C
Y24H6136231,Y24H6136231P02,Weekday,vehicle driver,12,9.12981,12.0,135.149816672,other,shepparton sa4,0.0,1,Wednesday,50->54,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,1500,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Purchased,35->39,4000,high,C
Y24H6136236,Y24H6136236P01,Weekday,vehicle driver,45,28.25532,65.0,101.729524579,other,shepparton sa4,20.0,1,Monday,55->59,Female,Full Licence,0,0,No,0,0,1,1,No Study,Keeping House,Casual Work,Paid Employee,At Home,6,150,No,0,0,0,0,0,0,0,No,low,6,Separate House,Being Purchased,20->24,2500,medium,C
Y24H6136236,Y24H6136236P02,Weekday,vehicle driver,20,8.04193,20.0,358.765904024,other,shepparton sa4,0.0,1,Monday,45->49,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,2000,No,0,0,0,0,0,0,0,No,high,6,Separate House,Being Purchased,20->24,2500,medium,C
Y24H6136237,Y24H6136237P01,Weekday,vehicle driver,45,50.54375,45.0,344.51593719,other,shepparton sa4,0.0,1,Tuesday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1500,Missing/Refused,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,35->39,4000,high,C
Y24H6136237,Y24H6136237P03,Weekday,vehicle driver,20,9.74245,20.0,268.477966543,other,shepparton sa4,0.0,1,Tuesday,20->24,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,2,650,Missing/Refused,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Purchased,35->39,4000,high,C
Y24H6136237,Y24H6136237P04,Weekday,vehicle driver,15,4.13069,15.0,379.247688927,other,shepparton sa4,0.0,1,Tuesday,20->24,Male,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,400,Missing/Refused,0,0,0,0,0,0,0,No,low,4,Separate House,Being Purchased,35->39,4000,high,C
Y24H6136242,Y24H6136242P01,Weekend,vehicle driver,9,6.96149,9.0,123.53666117,other,shepparton sa4,0.0,1,Sunday,50->54,Male,Full Licence,0,1,No,1,0,0,1,No Study,Volunteer,Full-time Work,Paid Employee,At Home,5,2000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Being Purchased,25->29,3000,medium,C
Y24H6140202,Y24H6140202P02,Weekday,vehicle driver,25,10.84075,25.0,392.948170032,melb - inner,greater melbourne,0.0,1,Tuesday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,3000,Yes,0,0,0,0,1,0,0,No,high,4,Terrace or Townhouse,Being Rented,30->34,6000,high,C
Y24H6140204,Y24H6140204P02,Weekday,vehicle driver,15,8.21111,15.0,1088.439619941,melb - inner,greater melbourne,0.0,1,Thursday,65->69,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,4,1000,No,0,0,0,0,0,0,0,No,medium,6,Separate House,Fully Owned,40->44,8000,high,C
Y24H6140204,Y24H6140204P03,Weekday,vehicle driver,20,10.42757,20.0,620.343697466,melb - inner,greater melbourne,0.0,1,Thursday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,2000,Yes,0,0,0,0,0,0,0,Yes,high,6,Separate House,Fully Owned,40->44,8000,high,C
Y24H6140204,Y24H6140204P04,Weekday,vehicle driver,30,12.38321,30.0,796.835245771,melb - inner,greater melbourne,0.0,1,Thursday,30->34,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,2000,Yes,1,0,1,0,0,0,0,No,high,6,Separate House,Fully Owned,40->44,8000,high,C
Y24H6140205,Y24H6140205P02,Weekday,vehicle driver,24,10.17809,24.0,553.375316902,melb - inner,greater melbourne,0.0,1,Friday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,2000,No,0,0,0,0,0,0,0,No,high,4,Terrace or Townhouse,Being Rented,30->34,3000,medium,C
Y24H6140210,Y24H6140210P01,Weekday,bicycle,45,16.83187,45.0,512.630042185,melb - inner,greater melbourne,0.0,1,Wednesday,60->64,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,2000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Fully Owned,60->64,2500,medium,C
Y24H6140213,Y24H6140213P03,Weekend,vehicle driver,17,9.06232,17.0,1567.334712565,melb - inner,greater melbourne,0.0,1,Saturday,15->19,Female,Red Probationary Licence,0,0,No,0,1,0,1,Part-time TAFE/Uni,No other activity,Part-time Work,Paid Employee,At Home,2,150,No,0,0,0,0,0,0,0,No,low,4,Separate House,Being Purchased,35->39,5000,high,C
Y24H6140230,Y24H6140230P02,Weekday,vehicle driver,24,28.72892,31.0,896.516812742,melb - inner,greater melbourne,7.0,1,Tuesday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Employer,At Home,3,1250,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,35->39,3500,medium,C
Y24H6140230,Y24H6140230P04,Weekday,vehicle driver,33,18.215580000000003,53.0,1572.302150078,melb - inner,greater melbourne,20.0,1,Tuesday,30->34,Male,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Employer,At Home,8,1000,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,35->39,3500,medium,C
Y24H6140237,Y24H6140237P01,Weekday,vehicle driver,56,24.43019,60.0,896.516812742,melb - inner,greater melbourne,4.0,1,Tuesday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,2000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Being Rented,20->24,2500,medium,C
Y24H6140238,Y24H6140238P02,Weekday,vehicle driver,30,13.36315,30.0,572.916247105,melb - inner,greater melbourne,0.0,1,Wednesday,60->64,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,2,400,Yes,0,1,0,1,0,0,0,No,low,2,Separate House,Fully Owned,65->69,2500,medium,C
Y24H6140302,Y24H6140302P01,Weekday,vehicle driver,18,6.468999999999999,19.0,634.332863872,melb - inner,greater melbourne,1.0,1,Tuesday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,10,3000,Yes,0,0,0,0,1,0,0,No,high,6,Separate House,Being Purchased,20->24,6000,high,C
Y24H6140302,Y24H6140302P02,Weekday,vehicle driver,18,8.36184,18.0,621.480086978,melb - inner,greater melbourne,0.0,1,Tuesday,45->49,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,2000,No,0,0,0,0,0,0,0,No,high,6,Separate House,Being Purchased,20->24,6000,high,C
Y24H6140303,Y24H6140303P01,Weekday,walking,45,3.72174,45.0,765.733101764,melb - inner,greater melbourne,0.0,1,Wednesday,45->49,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,1250,No,0,0,0,0,0,0,0,No,medium,4,Terrace or Townhouse,Being Purchased,30->34,5000,high,C
Y24H6140329,Y24H6140329P01,Weekday,vehicle driver,25,4.28325,25.0,739.815434566,melb - inner,greater melbourne,0.0,1,Monday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,3000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Fully Owned,25->29,6000,high,C
Y24H6140330,Y24H6140330P01,Weekday,vehicle driver,25,9.19711,25.0,989.065756533,melb - inner,greater melbourne,0.0,1,Tuesday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,12,2000,Yes,0,1,0,0,0,0,0,Yes,high,3,Separate House,Being Purchased,30->34,6000,high,C
Y24H6140330,Y24H6140330P02,Weekday,vehicle driver,29,6.2551,29.0,498.520699792,melb - inner,greater melbourne,0.0,1,Tuesday,45->49,Female,Full Licence,0,0,No,0,1,0,1,Part-time TAFE/Uni,No other activity,Part-time Work,Paid Employee,At Home,2,3000,Yes,1,0,1,0,0,0,0,No,high,3,Separate House,Being Purchased,30->34,6000,high,C
Y24H6140333,Y24H6140333P02,Weekday,vehicle driver,30,5.87125,30.0,348.781191598,melb - inner,greater melbourne,0.0,1,Friday,60->64,Female,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,2,2000,No,0,0,0,0,0,0,0,No,high,3,Terrace or Townhouse,Fully Owned,50->54,4500,high,C
Y24H6140337,Y24H6140337P01,Weekday,bicycle,27,8.09912,27.0,295.635321003,melb - inner,greater melbourne,0.0,1,Tuesday,60->64,Male,Full Licence,1,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,0,Yes,1,0,1,1,1,0,0,No,low,1,Terrace or Townhouse,Fully Owned,60->64,2500,medium,C
Y24H6140401,Y24H6140401P01,Weekday,vehicle driver,34,14.99822,34.0,232.25454538,melb - inner,greater melbourne,0.0,1,Monday,65->69,Male,Full Licence,0,0,No,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,1,Terrace or Townhouse,Fully Owned,65->69,1000,low,C
Y24H6140413,Y24H6140413P01,Weekend,vehicle driver,43,23.08423,46.0,619.582952485,melb - inner,greater melbourne,3.0,1,Saturday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,5,1000,No,0,0,0,0,0,0,0,No,medium,3,"Unit, Flat or Apartment",Being Rented,30->34,2000,medium,C
Y24H6140413,Y24H6140413P02,Weekend,vehicle passenger,15,9.79755,15.0,1165.179816356,melb - inner,greater melbourne,0.0,1,Saturday,35->39,Female,Learners Permit,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,800,No,0,0,0,0,0,0,0,No,medium,3,"Unit, Flat or Apartment",Being Rented,30->34,2000,medium,C
Y24H6140415,Y24H6140415P02,Weekday,tram,30,6.77632,31.0,369.181483046,melb - inner,greater melbourne,1.0,1,Monday,40->44,Female,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,2000,No,0,0,0,0,0,0,0,No,high,3,Separate House,Being Rented,35->39,2500,medium,C
Y24H6140418,Y24H6140418P01,Weekday,vehicle driver,17,10.47825,17.0,404.365277785,melb - inner,greater melbourne,0.0,1,Thursday,60->64,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,0,No,0,0,0,0,0,0,0,No,low,2,Separate House,Fully Owned,55->59,1000,low,C
Y24H6140418,Y24H6140418P02,Weekday,vehicle driver,3,1.36721,3.0,328.479544953,melb - inner,greater melbourne,0.0,1,Thursday,50->54,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Fully Owned,55->59,1000,low,C
Y24H6140419,Y24H6140419P01,Weekday,vehicle driver,30,12.41162,30.0,1168.722346765,melb - inner,greater melbourne,0.0,1,Friday,25->29,Male,Green Probationary Licence,0,0,No,0,0,1,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,7,1250,No,0,0,0,0,0,0,0,No,medium,3,"Unit, Flat or Apartment",Being Rented,25->29,4000,high,C
Y24H6140420,Y24H6140420P01,Weekend,vehicle driver,23,9.19217,23.0,473.379331665,melb - inner,greater melbourne,0.0,1,Saturday,70->74,Male,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Work,3,650,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Fully Owned,65->69,3000,medium,C
Y24H6140421,Y24H6140421P03,Weekend,vehicle passenger,4,1.94083,4.0,743.849934856,melb - inner,greater melbourne,0.0,1,Sunday,15->19,Male,No Car Licence,0,0,Yes,0,0,1,1,Secondary,No other activity,Secondary School,Paid Employee,At Home,4,0,No,0,0,0,0,0,0,0,No,low,4,Separate House,Being Purchased,30->34,3000,medium,C
Y24H6140424,Y24H6140424P01,Weekday,walking,16,1.4777,16.0,1065.307279672,melb - inner,greater melbourne,0.0,1,Wednesday,45->49,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,13,1750,No,0,0,0,0,0,0,0,No,high,1,"Unit, Flat or Apartment",Being Purchased,45->49,1750,medium,C
Y24H6140509,Y24H6140509P01,Weekday,vehicle driver,30,17.84287,30.0,728.040989431,melb - outer,greater melbourne,0.0,1,Tuesday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,1750,No,0,0,0,0,0,0,0,No,high,1,"Unit, Flat or Apartment",Being Rented,35->39,1750,medium,C
Y24H6140510,Y24H6140510P01,Weekday,train,55,13.4739,60.0,699.610871035,melb - outer,greater melbourne,5.0,1,Wednesday,55->59,Male,No Car Licence,0,0,Yes,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,7,800,No,0,0,0,0,0,0,0,No,medium,1,"Unit, Flat or Apartment",Being Rented,55->59,800,low,C
Y24H6140516,Y24H6140516P01,Weekday,vehicle driver,24,11.24151,25.0,772.516704882,melb - outer,greater melbourne,1.0,1,Tuesday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,1500,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Purchased,50->54,2000,medium,C
Y24H6140516,Y24H6140516P02,Weekday,vehicle passenger,12,6.5296,12.0,1714.996764579,melb - outer,greater melbourne,0.0,1,Tuesday,45->49,Female,No Car Licence,0,0,Yes,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,650,No,0,0,0,0,0,0,0,No,medium,2,"Unit, Flat or Apartment",Being Purchased,50->54,2000,medium,C
Y24H6140522,Y24H6140522P01,Weekday,train,60,24.33693,60.0,970.12981626,melb - outer,greater melbourne,0.0,1,Monday,30->34,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,1500,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Rented,25->29,1750,medium,C
Y24H6140522,Y24H6140522P03,Weekday,train,53,25.45412,55.0,704.878739477,melb - outer,greater melbourne,2.0,1,Monday,20->24,Female,Learners Permit,0,0,No,0,1,0,1,Full-time TAFE/Uni,No other activity,Full-time TAFE/Uni,Paid Employee,At Home,10,300,No,0,0,0,0,0,0,0,No,low,3,Separate House,Being Rented,25->29,1750,medium,C
Y24H6140531,Y24H6140531P01,Weekday,vehicle driver,35,25.58887,40.0,1201.079809167,melb - outer,greater melbourne,5.0,1,Wednesday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,2000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Being Rented,25->29,2000,medium,C
Y24H6140531,Y24H6140531P02,Weekday,vehicle passenger,25,19.82675,30.0,898.428254047,melb - outer,greater melbourne,5.0,1,Wednesday,25->29,Female,No Car Licence,0,0,Yes,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,3,800,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,25->29,2000,medium,C
Y24H6140531,Y24H6140531P03,Weekday,vehicle passenger,15,6.17451,15.0,719.668849037,melb - outer,greater melbourne,0.0,1,Wednesday,25->29,Male,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,25->29,2000,medium,C
Y24H6140540,Y24H6140540P01,Weekday,train,39,21.208510000000004,45.0,376.872020582,melb - outer,greater melbourne,6.0,1,Friday,40->44,Female,Learners Permit,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,6,800,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Fully Owned,40->44,2000,medium,C
Y24H6140540,Y24H6140540P02,Weekday,vehicle driver,20,17.69783,20.0,849.744187063,melb - outer,greater melbourne,0.0,1,Friday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Self-Employed,At Home,2,1250,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Fully Owned,40->44,2000,medium,C
Y24H6146101,Y24H6146101P01,Weekday,vehicle driver,15,26.14311,15.0,61.819383196,other,shepparton sa4,0.0,1,Monday,50->54,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1250,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Rented,35->39,2000,medium,C
Y24H6146108,Y24H6146108P01,Weekday,vehicle driver,80,157.73272,80.0,192.39051452,other,shepparton sa4,0.0,1,Monday,60->64,Male,Full Licence,0,1,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Fully Owned,45->49,1000,low,C
Y24H6146108,Y24H6146108P02,Weekday,vehicle driver,20,23.16561,20.0,127.885050253,other,shepparton sa4,0.0,1,Monday,50->54,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,2,3000,No,0,0,0,0,0,0,0,No,high,3,Separate House,Fully Owned,45->49,1000,low,C
Y24H6146112,Y24H6146112P01,Weekday,vehicle driver,2,1.87564,2.0,62.652346138,other,shepparton sa4,0.0,1,Friday,60->64,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,19,1250,No,0,0,0,0,0,0,0,No,medium,1,Separate House,Being Purchased,60->64,1250,low,C
Y24H6146132,Y24H6146132P02,Weekday,vehicle driver,10,9.26907,10.0,44.656359782,other,shepparton sa4,0.0,1,Thursday,60->64,Female,Full Licence,0,1,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,5,800,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Fully Owned,60->64,2500,medium,C
Y24H6146137,Y24H6146137P01,Weekday,walking,3,0.35598,3.0,70.348163605,other,shepparton sa4,0.0,1,Tuesday,50->54,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Rented,35->39,2500,medium,C
Y24H6146137,Y24H6146137P02,Weekday,walking,3,0.35598,3.0,409.143636688,other,shepparton sa4,0.0,1,Tuesday,45->49,Female,Learners Permit,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1000,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Being Rented,35->39,2500,medium,C
Y24H6146140,Y24H6146140P02,Weekday,vehicle passenger,30,15.35322,30.0,86.044465015,other,shepparton sa4,0.0,1,Friday,40->44,Female,No Car Licence,0,0,Yes,0,0,1,1,No Study,No other activity,Casual Work,Paid Employee,At Home,3,800,No,0,0,0,0,0,0,0,No,medium,4,Separate House,Being Rented,30->34,1750,medium,C
Y24H6146203,Y24H6146203P01,Weekday,vehicle driver,10,3.32289,10.0,71.549189524,other,shepparton sa4,0.0,1,Wednesday,35->39,Female,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,1500,No,0,0,0,0,0,0,0,No,medium,2,Separate House,Being Purchased,35->39,4000,high,C
Y24H6146203,Y24H6146203P02,Weekday,vehicle driver,15,4.57033,15.0,42.516039056,other,shepparton sa4,0.0,1,Wednesday,35->39,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,3,2000,No,0,0,0,0,0,0,0,No,high,2,Separate House,Being Purchased,35->39,4000,high,C
Y24H6146204,Y24H6146204P01,Weekday,vehicle driver,5,2.24381,5.0,104.629857602,other,shepparton sa4,0.0,1,Thursday,40->44,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,6,3000,No,0,0,0,0,0,0,0,No,high,5,Separate House,Being Purchased,20->24,4000,high,C
Y24H6146204,Y24H6146204P02,Weekday,vehicle driver,7,3.01911,9.0,104.877737504,other,shepparton sa4,2.0,1,Thursday,40->44,Female,Full Licence,0,0,No,0,1,0,1,No Study,No other activity,Part-time Work,Paid Employee,At Home,10,500,No,0,0,0,0,0,0,0,No,low,5,Separate House,Being Purchased,20->24,4000,high,C
Y24H6146209,Y24H6146209P01,Weekday,vehicle driver,15,7.72047,15.0,96.02869235,other,shepparton sa4,0.0,1,Tuesday,50->54,Female,Full Licence,0,0,No,0,1,0,1,No Study,Keeping House,Part-time Work,Paid Employee,At Home,4,1500,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Fully Owned,40->44,5000,high,C
Y24H6146209,Y24H6146209P03,Weekday,vehicle driver,5,2.67631,5.0,177.475695427,other,shepparton sa4,0.0,1,Tuesday,20->24,Female,Green Probationary Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,500,No,0,0,0,0,0,0,0,No,low,3,Separate House,Fully Owned,40->44,5000,high,C
Y24H6146210,Y24H6146210P01,Weekday,vehicle driver,10,6.10694,10.0,118.83144479,other,shepparton sa4,0.0,1,Wednesday,65->69,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,4,800,No,0,0,0,0,0,0,0,No,medium,3,Separate House,Fully Owned,45->49,1000,low,C
Y24H6146215,Y24H6146215P01,Weekday,walking,5,0.44535,5.0,34.210892799,other,shepparton sa4,0.0,1,Monday,30->34,Male,Full Licence,0,0,No,1,0,0,1,No Study,No other activity,Full-time Work,Paid Employee,At Home,2,2000,No,0,0,0,0,0,0,0,No,high,4,Separate House,Being Purchased,15->19,3000,medium,C
